externalinvoicenumber,status,dateofpurchase,dateofdelivery,itemnumber,quantity,delivered
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-024-190-190","300","300"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-024-190-190","303","303"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-024-190-190","202","202"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-EAR-STUD-PERL-001-7to8","50","50"
"PO211015-21/016PAV","DELIVERED","15/10/2021 11:00:00","30/12/2021 11:31:23","S925-WHI-EAR-STUD-PERL-001-7to8","100","100"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-STUD-PERL-001-7to8","100","100"
"PO220331-22/006PAV","OPEN","31/03/2022 11:02:19","31/03/2022 11:02:19","S925-WHI-EAR-STUD-PERL-001-7to8","100","0"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-STUD-PERL-001-7to8","50","50"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-EAR-STUD-PERL-001-7to8","50","0"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-EAR-STUD-PERL-001-7to8","100","100"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-WHI-EAR-STUD-PERL-001-7to8","100","0"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-STUD-PERL-001-7to8","100","100"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-GEM-CZ-001-005","50","50"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","BIA-S925-CHAIN-049-020-450","55","55"
"PO210716-21/011GS-Part 2","DELIVERED","16/07/2021 11:00:00","04/10/2021 14:57:00","BIA-S925-CHAIN-049-020-450","105","105"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-049-020-450","210","210"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","BIA-S925-CHAIN-049-020-450","210","210"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","BIA-S925-CHAIN-049-020-450","108","108"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-049-020-450","158","158"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-GP-CHAIN-020-200-450","50","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-020-200-450","101","101"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-VIR","200","200"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-STUD-GEM-CZ-001-004","50","50"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-YEL-EAR-STUD-PERL-001-6to7","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-YEL-EAR-STUD-PERL-001-6to7","100","100"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-YEL-EAR-STUD-PERL-001-6to7","50","0"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-041","200","200"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-020-200-700","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-020-200-700","51","51"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","BIA-RP-CHAIN-060-200","105","105"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-RP-CHAIN-060-200","404","404"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","BIA-RP-CHAIN-060-200","106","106"
"PO210622-21/006CHR-Part 2","DELIVERED","22/06/2021 13:00:00","02/08/2021 14:47:33","BIA-RP-CHAIN-060-200","105","105"
"PO-29/01/2021","DELIVERED","04/02/2021 15:27:38","04/02/2021 15:45:40","BIA-RP-CHAIN-060-200","203","203"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-EAR-HOOP-017-020","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-EAR-HOOP-017-020","100","100"
"PO210510-21/007PAV","DELIVERED","10/05/2021 12:00:00","09/07/2021 15:52:27","S925-WHI-EAR-HOOP-017-020","50","50"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-WHI-EAR-HOOP-017-020","50","50"
"PO220223-22/001ADD","OPEN","22/02/2022 17:00:00","23/02/2022 17:00:00","G9K-YEL-PEN-CROS-008","50","0"
"PO210729-21/002BP","DELIVERED","29/07/2021 09:00:00","25/10/2021 09:44:14","BIA-S925-CHAIN-013-075-200","207","207"
"PO220119-22/001BP","DELIVERED","19/01/2022 17:00:00","17/03/2022 14:17:54","BIA-S925-CHAIN-013-075-200","354","354"
"PO220217-22/002BP","DELIVERED","17/02/2022 17:01:52","29/03/2022 15:57:26","BIA-S925-CHAIN-013-075-200","254","254"
"PO210729-21/002BP","DELIVERED","29/07/2021 09:00:00","25/10/2021 09:44:14","BIA-S925-CHAIN-013-075-650","51","51"
"PO211210-21/003BP","DELIVERED","10/12/2021 16:00:00","25/02/2022 12:17:28","BIA-S925-CHAIN-013-075-650","50","50"
"PO210729-21/002BP","DELIVERED","29/07/2021 09:00:00","25/10/2021 09:44:14","BIA-S925-CHAIN-013-075-450","101","101"
"PO211210-21/003BP","DELIVERED","10/12/2021 16:00:00","25/02/2022 12:17:28","BIA-S925-CHAIN-013-075-450","50","50"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-SAG","200","200"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-V","51","51"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-027-028-410","103","103"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-024-055-410","103","103"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-EAR-HOOP-PEN-006-010","204","204"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-029-030-400","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-029-030-400","99","99"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-020-200-180","201","201"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-020-200-180","100","0"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-001","288","288"
"PO210506-21/006PAV","DELIVERED","06/05/2021 13:00:00","20/07/2021 09:45:03","S925-WHI-EAR-CUFF-009","200","200"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-016-350-180","200","98"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-016-350-180","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-016-350-180","202","202"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-GP-CHAIN-020-200-190","50","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-020-200-190","51","51"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-WHI-EAR-CEL-002","100","100"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-CEL-002","100","100"
"PO210729-21/012GS-Part 3","DELIVERED","29/07/2021 09:00:00","18/11/2021 14:24:34","BIA-S925-CHAIN-057-100-500","158","158"
"PO210716-21/011GS-Part 1","DELIVERED","16/07/2021 08:00:00","20/09/2021 11:04:15","BIA-S925-CHAIN-057-100-500","195","195"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-057-100-500","210","210"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-057-100-500","109","109"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-YEL-EAR-STUD-046","150","150"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-044","200","200"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-K","40","40"
"PO210622-21/011PAV-Part2 (Correct Size Rings)","DELIVERED","23/09/2021 12:20:01","23/09/2021 12:22:03","S925-WHI-RIN-CEL-006-L","50","50"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-CEL-006-L","50","50"
"PO220317-22/003MAR","PARTIAL","18/03/2022 09:46:03","18/03/2022 09:46:03","S925-YEL-BRA-BAN-HAM-002-600","22","0"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-YEL-BRA-BAN-HAM-002-600","51","51"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-040-Y","5","5"
"PO210510-21/006GS","DELIVERED","10/05/2021 08:00:00","29/06/2021 15:34:24","GS-S925-HOOP-035","107","107"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","GS-S925-HOOP-035","104","104"
"PO210729-21/012GS-Part 2","DELIVERED","29/07/2021 15:00:00","04/10/2021 15:22:10","GS-S925-HOOP-035","56","56"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","GS-S925-HOOP-035","105","105"
"PO210622-21/010GS-Part 1","DELIVERED","22/06/2021 08:00:00","23/07/2021 15:13:57","GS-S925-HOOP-035","102","102"
"PO211210-21/017GS","DELIVERED","10/12/2021 15:00:00","10/03/2022 15:37:07","S925-WHI-PEN-LET-001-R","52","52"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","S925-WHI-PEN-LET-001-R","50","50"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-019-110-190","204","204"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-019-110-190","250","0"
"PO220425-22/009BIA","OPEN","26/04/2022 09:43:45","26/04/2022 09:43:45","BIA-S925-CHAIN-019-110-190","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-024-055-450","100","100"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-SWA-008-001","360","360"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-GEM-001-P","100","100"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-RIN-GEM-001-P","100","100"
"PO220303-22/004PAV","DELIVERED","04/03/2022 11:29:11","05/05/2022 10:53:27","S925-WHI-RIN-GEM-001-P","50","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-GEM-001-P","100","100"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-RIN-GEM-001-P","50","0"
"PO210423-21/004PAV","DELIVERED","23/04/2021 15:00:00","10/06/2021 12:36:19","S925-WHI-RIN-CEL-006-K","100","100"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-RIN-CEL-006-K","50","50"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-GP-CHAIN-012-100-450","152","152"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-GP-CHAIN-012-100-450","100","0"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-GP-CHAIN-012-100-450","51","51"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-DROP-011","50","50"
"PO211210-21/019PAV","DELIVERED","10/12/2021 16:00:00","04/03/2022 09:54:46","S925-WHI-RIN-CEL-002","250","250"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-CRAW-009-PNK","50","50"
"PO210622-21/011PAV","DELIVERED","22/06/2021 10:00:00","04/08/2021 14:50:12","S925-WHI-EAR-CRAW-009-PNK","50","50"
"PO210921-21/001CHI","DELIVERED","21/09/2021 10:00:00","04/02/2022 09:49:27","G9K-YEL-RIN-WED-001-025-S","50","50"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-WHI-EAR-STUD-ZOD-001-TAU","50","0"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-TAU","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-036-400","100","100"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-WHI-PEN-LET-001-P","55","55"
"PO211015-21/014GS","DELIVERED","10/10/2021 14:00:00","10/03/2022 15:32:19","S925-WHI-PEN-LET-001-P","55","55"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-STUD-012","50","50"
"PO210729-21/013PAV","DELIVERED","29/07/2021 09:00:00","27/09/2021 08:34:55","S925-WHI-EAR-STUD-012","50","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-WHI-EAR-STUD-012","50","50"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-EAR-DROP-008","50","50"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","BIA-S925-CHAIN-051-250-600","110","110"
"PO210729-21/012GS-Part 1","DELIVERED","29/07/2021 11:00:00","20/09/2021 11:17:15","BIA-S925-CHAIN-051-250-600","55","55"
"PO220119-22/001GS","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","BIA-S925-CHAIN-051-250-600","661","661"
"PO(20/04/2021)","DELIVERED","20/04/2021 13:22:47","20/04/2021 13:38:45","BIA-S925-CHAIN-051-250-600","515","515"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-YEL-NEC-PEN-012","100","100"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-CHAIN-008-060-180","100","0"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-008-060-180","102","102"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-041-220-190","304","304"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-041-220-190","200","199"
"PO220303-22/005BIA","PARTIAL","04/03/2022 11:20:00","04/03/2022 11:20:00","BIA-S925-CHAIN-041-220-190","100","0"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-EAR-STUD-035","200","200"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-026","200","200"
"PO211027-21/004FAN","DELIVERED","27/10/2021 13:00:00","11/02/2022 12:21:03","S925-YEL-EAR-STUD-045","150","150"
"PO210622-21/010GS -Part 2","DELIVERED","22/06/2021 08:00:00","11/08/2021 15:59:21","S925-WHI-PEN-LET-001-M","102","102"
"PO220217-22/002GS","PARTIAL","17/02/2022 17:11:39","17/02/2022 17:11:16","S925-WHI-PEN-LET-001-M","100","100"
"PO211210-21/007BC","DELIVERED","10/12/2021 15:00:00","23/12/2021 12:32:56","S925-BC-1764-PEN-2Y","64","64"
"PO220119-22/001BC","DELIVERED","19/01/2022 17:00:00","08/03/2022 14:14:18","S925-BC-1764-PEN-2Y","129","129"
"PO220217-22/002BC","DELIVERED","17/02/2022 17:00:39","29/03/2022 12:29:14","S925-BC-1764-PEN-2Y","185","185"
"PO210729-21/004BC","DELIVERED","29/07/2021 15:00:00","18/08/2021 11:12:40","S925-BC-1764-PEN-2Y","181","181"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-EAR-CEL-005","50","50"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-EAR-CEL-005","50","50"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-EAR-STUD-ZOD-001-SCO","50","50"
"PO210527-21/009PAV-Part 2 Zodiac","DELIVERED","27/05/2021 09:00:00","13/10/2021 12:25:27","S925-WHI-EAR-STUD-ZOD-001-SCO","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-027-055-500","102","102"
"PO220425-22/008PAV","OPEN","26/04/2022 09:46:23","26/04/2022 09:46:23","S925-WHI-RIN-HAM-001-O","50","0"
"PO220331-22/006PAV","OPEN","31/03/2022 11:02:19","31/03/2022 11:02:19","S925-WHI-RIN-HAM-001-O","50","0"
"PO210527-21/009PAV-Part 1","DELIVERED","27/05/2021 09:00:00","20/07/2021 09:50:24","S925-WHI-RIN-HAM-001-O","100","100"
"PO220119-22/001CHR","PARTIAL","19/01/2022 17:00:00","19/01/2022 17:00:00","S925-BAW-BRA-CHA-012-190","63","63"
"PO211210-21/012CHR","PARTIAL","10/12/2021 15:00:00","10/12/2021 15:00:00","S925-BAW-BRA-CHA-012-190","200","200"
"PO220203-22/002CHR","DELIVERED","03/02/2022 13:00:00","02/05/2022 08:21:21","S925-BAW-BRA-CHA-012-190","252","252"
"PO210729-21/008CHR Part 3","DELIVERED","29/07/2021 09:00:00","07/12/2021 16:17:06","S925-BAW-BRA-CHA-012-190","202","202"
"PO220412-22/007PAV","OPEN","12/04/2022 10:16:30","12/04/2022 10:16:30","S925-YEL-EAR-STUD-PERL-001-7to8","100","0"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-YEL-EAR-STUD-PERL-001-7to8","50","50"
"PO220203-22/002PAV","DELIVERED","03/02/2022 10:00:00","05/05/2022 10:52:02","S925-YEL-EAR-STUD-PERL-001-7to8","100","100"
"PO220317-22/005PAV","OPEN","18/03/2022 09:47:24","18/03/2022 09:47:24","S925-YEL-EAR-STUD-PERL-001-7to8","50","0"
"PO211015-21/016PAV","DELIVERED","15/10/2021 11:00:00","30/12/2021 11:31:23","S925-YEL-EAR-STUD-PERL-001-7to8","50","50"
"PO211111-21/018PAV","DELIVERED","11/11/2021 15:00:00","04/02/2022 09:50:34","S925-YEL-EAR-STUD-PERL-001-7to8","100","100"
"PO210928-21/001ADD","DELIVERED","28/09/2021 11:00:00","23/12/2021 14:16:42","G9K-YEL-EAR-HOOP-002-010","100","100"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-031-230-600","200","51"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-031-230-600","100","100"
"PO220119-22/002BIA","DELIVERED","19/01/2022 17:00:00","31/03/2022 12:45:05","BIA-S925-CHAIN-031-230-600","404","404"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","S925-YEL-BRA-CHA-042-180","102","102"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","S925-YEL-BRA-CHA-042-180","53","53"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-031-230-360","100","0"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-031-230-360","100","99"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-031-230-360","50","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-031-230-360","102","102"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-NEC-PEN-CZ-001-501","150","150"
"PO210527-21/009PAV-Part 1","DELIVERED","27/05/2021 09:00:00","20/07/2021 09:50:24","S925-WHI-RIN-HAM-001-S","100","100"
"PO220331-22/006PAV","OPEN","31/03/2022 11:02:19","31/03/2022 11:02:19","S925-WHI-RIN-HAM-001-S","100","0"
"PO220425-22/008PAV","OPEN","26/04/2022 09:46:23","26/04/2022 09:46:23","S925-WHI-RIN-HAM-001-S","100","0"
"PO210930-21/004MAR","DELIVERED","30/09/2021 11:00:00","23/12/2021 14:41:23","S925-WHI-EAR-HOOP-PEN-002-010","203","203"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-YEL-EAR-STUD-044","200","200"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-029-030-400","97","97"
"PO210917-21/003FAN","DELIVERED","17/09/2021 13:00:00","16/12/2021 14:54:13","S925-WHI-BRA-CHA-049-200","100","100"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-024-190-650","101","101"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-024-190-650","50","0"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-234","288","288"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-001-028-410","104","104"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-006-035-500","1210","1210"
"PO220217-22/004BIA","PARTIAL","17/02/2022 17:03:31","17/02/2022 17:03:31","BIA-S925-CHAIN-006-035-500","200","0"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-006-035-500","150","0"
"PO211210-21/014BIA","DELIVERED","10/12/2021 15:00:00","14/03/2022 16:49:32","BIA-S925-CHAIN-006-035-500","305","305"
"PO220106-22/001BIA","PARTIAL","06/01/2022 10:00:00","06/01/2022 10:00:00","BIA-S925-CHAIN-001-035-700","252","252"
"PO220203-22/003BIA","PARTIAL","03/02/2022 13:00:00","03/02/2022 13:00:00","BIA-S925-CHAIN-001-035-700","250","250"
"PO220511-22/010BIA","OPEN","12/05/2022 12:56:06","12/05/2022 12:56:06","BIA-S925-CHAIN-001-035-700","150","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-YEL-NEC-CHA-024-079-450","101","101"
"PO210921-21/014PAV","DELIVERED","21/09/2021 14:00:00","26/11/2021 13:58:11","S925-WHI-RIN-GEM-001-N","50","50"
"PO220217-22/003PAV","DELIVERED","17/02/2022 17:12:05","05/05/2022 10:54:39","S925-WHI-RIN-GEM-001-N","100","100"
"PO220119-22/001PAV","DELIVERED","19/01/2022 17:00:00","29/03/2022 14:43:00","S925-WHI-RIN-GEM-001-N","100","100"
"PO210716-21/012PAV","DELIVERED","16/07/2021 10:00:00","01/10/2021 14:51:07","S925-WHI-RIN-GEM-001-N","100","100"
"PO211007-21/015PAV","DELIVERED","07/10/2021 11:00:00","11/02/2022 15:35:46","S925-WHI-COM-EAR-004","200","200"
"PO211028-21/015GS","DELIVERED","28/10/2021 11:00:00","23/12/2021 16:30:08","S925-YEL-NEC-PEN-018","150","150"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-501","288","288"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-029-036-450","97","97"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-029-036-450","50","0"
"PO211105-21/017PAV","DELIVERED","05/11/2021 12:00:00","04/02/2022 09:51:27","S925-WHI-EAR-DROP-SWA-001-205","288","288"
"PO220412-22/006CHR","OPEN","12/04/2022 10:14:56","12/04/2022 10:14:56","S925-WHI-NEC-CHA-028-030-450","100","0"
"PO220425-22/007CHR","OPEN","26/04/2022 09:45:05","26/04/2022 09:45:05","S925-WHI-NEC-CHA-028-030-450","50","0"
"PO210921-21/009CHR","DELIVERED","21/09/2021 11:00:00","04/05/2022 10:39:55","S925-WHI-NEC-CHA-028-030-450","104","104"
"PO210927-21/001SAR","DELIVERED","27/09/2021 10:00:00","04/02/2022 09:53:17","S925-WHI-RIN-GEM-002-RUB","100","100"
